id,name,type,source_seconds,width_m,depth_m,source_roof_iou,source_edge_rmse_px,near_source_review,review_image,inference
B020,池塘西侧白色多阳台住宅后翼,flat,44,6.933459547633077,6.97586898009295,0.864419032597266,0.859706647284963,True,review/buildings/B020.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
B021,中区米色三层住宅,flat,44,9.549455821347742,5.851717028207974,0.4996070294570719,3.960546097301045,True,review/buildings/B021.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
B022,中区黑栏杆白色住宅,flat,44,8.5807792131274,6.512995576797867,0.6415936192055595,3.0510157389482093,True,review/buildings/B022.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
B023,西中区白色露台住宅,flat,256,7.253177633987842,6.2330559578793725,0.8467918666259813,1.8498385612876176,True,review/buildings/B023.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
B024,西中区灰绿三层住宅,flat,44,13.588901490715088,8.694005324226628,0.6862973595202229,2.543203743549357,True,review/buildings/B024.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
B025,后区大米黄色住宅,flat,256,5.174000205317494,9.187859653566655,0.9367899858533031,0.8686398106259354,True,review/buildings/B025.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
B026,后区竖带立面住宅,flat,256,3.6614288116599214,5.940579806847207,0.9366404324668097,0.7240876039860775,True,review/buildings/B026.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
B027,后区黄色长楼,flat,256,5.632004820800701,8.3904868812591,0.8161760954955875,2.1893068475473085,True,review/buildings/B027.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
B028,蓝顶前方浅灰白顶住宅,flat,44,9.087787217935364,4.4153283233495415,0.875706070504968,2.1520316626998426,True,review/buildings/B028.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
B029,近景大面积拼花屋顶住宅,flat,44,11.746418090466042,6.94482772116585,0.8826483964045264,6.282016429902167,True,review/buildings/B029.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
B030,道路前段白色带露台住宅,flat,44,7.946369403669916,7.5946494251685435,0.8412300602202135,10.623632998371622,True,review/buildings/B030.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
B031,道路最近端白色阳台住宅,flat,44,9.588763086778904,6.295946441012428,0.9611312124684414,1.7220404807653051,True,review/buildings/B031.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O001,老屋区瓦顶单元 001,gable,256,11.25139758108336,7.984731272822483,0.962338720965657,0.7673135129408751,False,review/buildings/O001.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O002,老屋区瓦顶单元 002,gable,256,3.8349679259068026,7.138124650983923,0.9813322627820951,0.25443765079753716,False,review/buildings/O002.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O003,老屋区平顶单元 003,flat,256,4.1445962770200335,5.925932804297188,0.9800604618254326,0.2246855160877073,True,review/buildings/O003.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O004,老屋区瓦顶单元 004,gable,256,3.3857821862671122,7.132364415515202,0.9949395010867097,0.1293751319867458,False,review/buildings/O004.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O005,老屋区瓦顶单元 005,gable,256,3.9196152803998876,7.529794234094724,0.9783074590977994,0.2563041071712494,False,review/buildings/O005.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O006,老屋区瓦顶单元 006,gable,256,2.7954528748432574,6.2101653244236354,0.9617237569060774,0.37921006591248874,False,review/buildings/O006.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O007,老屋区瓦顶单元 007,gable,256,3.0657400931328165,3.4531863412601487,0.9183661335394494,0.6985705337000346,False,review/buildings/O007.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O008,老屋区平顶单元 008,flat,256,2.8241949650901517,3.8029552992978606,0.9842742974993555,0.12191441443563635,True,review/buildings/O008.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O009,老屋区瓦顶单元 009,gable,256,3.432282743052692,3.854609767300949,0.9773530022854768,0.19470259394005046,False,review/buildings/O009.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O010,老屋区瓦顶单元 010,gable,256,3.3587778937732975,4.24338757215443,0.9688112891652715,0.3018307267944233,False,review/buildings/O010.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O011,老屋区瓦顶单元 011,gable,256,4.373379540945911,6.321609274751393,0.9606916115088477,0.5895737016331781,False,review/buildings/O011.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O012,老屋区瓦顶单元 012,gable,256,7.564375955241939,6.979282797177656,0.9842115119028113,0.32853466726991687,False,review/buildings/O012.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O013,老屋区瓦顶单元 013,gable,256,7.818415153137752,6.428542380550024,0.9922209113700045,0.1805552166448733,False,review/buildings/O013.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O014,老屋区瓦顶单元 014,gable,256,8.492186388046429,7.223000681489708,0.9611881065964797,0.8966365161450386,False,review/buildings/O014.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O015,老屋区瓦顶单元 015,gable,256,1.9979698412330846,6.335729364816252,0.9561596865050208,0.40710866553154673,False,review/buildings/O015.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O016,老屋区平顶单元 016,flat,256,2.8008328712666684,5.608403026127237,0.9340028694404591,0.6947203856425598,True,review/buildings/O016.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O017,老屋区瓦顶单元 017,flat,256,2.141716612111143,4.9443979309983375,0.9335820473687185,0.7414389465731837,False,review/buildings/O017.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O018,老屋区瓦顶单元 018,gable,256,2.918174704939543,9.30336563420838,0.9721698023293495,0.47418671690310826,False,review/buildings/O018.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O019,老屋区瓦顶单元 019,gable,256,3.109926883778514,8.73659068423899,0.9650468089858363,0.6930378292121675,False,review/buildings/O019.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O020,老屋区平顶单元 020,flat,256,2.9733555228097854,8.056114676991633,0.9711010419494268,0.5133073274663338,True,review/buildings/O020.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O021,老屋区瓦顶单元 021,gable,256,3.0010978293449786,8.133514866547896,0.5331598256561413,6.131808863780756,False,review/buildings/O021.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O022,老屋区瓦顶单元 022,gable,256,4.250053554971337,8.476783985595064,0.4411795715249663,11.278449270262836,False,review/buildings/O022.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O023,老屋区瓦顶单元 023,gable,256,2.566126175926817,6.380564456017596,0.7015296767772016,2.9619153519405264,False,review/buildings/O023.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O024,老屋区平顶单元 024,flat,256,2.7381990385168926,4.081700664497834,0.9297762151375493,0.64251186738877,True,review/buildings/O024.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O025,老屋区瓦顶单元 025,gable,256,2.9592556631068865,4.390693332706991,0.9411054188012828,0.5844766409833702,False,review/buildings/O025.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O026,老屋区瓦顶单元 026,gable,256,2.2762167697591646,3.509452214064733,0.9238791099302557,0.5399023687446829,False,review/buildings/O026.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O027,老屋区瓦顶单元 027,gable,256,7.16845405292907,6.88081150438814,0.9434685857677193,1.1070218260218019,False,review/buildings/O027.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O028,老屋区瓦顶单元 028,gable,256,2.9663266121785767,8.79880038329756,0.972675995561583,0.6596873912803621,False,review/buildings/O028.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O029,老屋区瓦顶单元 029,flat,256,2.2512644432896916,8.329760967179231,0.961331687308351,0.5857951346783147,False,review/buildings/O029.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O030,老屋区瓦顶单元 030,gable,256,10.50472265766537,7.093491522653021,0.7395762715881993,6.720199037672419,True,review/buildings/O030.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O031,老屋区瓦顶单元 031,gable,256,2.5650428821848807,3.1709797690869235,0.9317699383402406,0.6260558690702249,False,review/buildings/O031.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O032,老屋区瓦顶单元 032,gable,256,4.09316246177668,4.236239848857173,0.9740870715084935,0.3204126289600815,False,review/buildings/O032.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O033,老屋区瓦顶单元 033,gable,256,3.528828014841166,4.289695234875976,0.9283159376099449,0.9692229328798723,False,review/buildings/O033.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O034,老屋区瓦顶单元 034,gable,256,2.9965130622748686,2.7614914121049967,0.8846134969325153,1.0010584387159238,False,review/buildings/O034.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O035,老屋区瓦顶单元 035,gable,256,3.170000011462355,3.2769582608404257,0.8031673314640022,1.8640528158611658,False,review/buildings/O035.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O036,老屋区瓦顶单元 036,gable,256,3.377328913513001,5.437321580677328,0.9732473729630946,0.39274064517969054,False,review/buildings/O036.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O037,老屋区瓦顶单元 037,gable,256,6.2701161028672505,3.8941276010209385,0.9508731224813775,0.7896085314096957,False,review/buildings/O037.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O038,老屋区瓦顶单元 038,gable,256,7.613493614330966,3.286050249813505,0.9528852306804352,1.396035444076147,False,review/buildings/O038.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O039,老屋区瓦顶单元 039,gable,256,9.029422527585062,2.4896386061988296,0.934543918918919,1.3553129387872553,False,review/buildings/O039.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O040,老屋区瓦顶单元 040,gable,256,9.182825254511698,4.258315245246183,0.9212748524321522,2.2372882802735132,False,review/buildings/O040.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O041,老屋区平顶单元 041,flat,256,3.2128455549116626,3.028917802400731,0.9760167568511084,0.2852117369561072,True,review/buildings/O041.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O042,老屋区瓦顶单元 042,gable,256,4.202396898247719,2.710576173961902,0.8850869167429094,1.3806473797619336,False,review/buildings/O042.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O043,老屋区瓦顶单元 043,gable,256,1.947540261576604,3.97976145068927,0.8281388759673531,1.6530309105383558,False,review/buildings/O043.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O044,老屋区平顶单元 044,flat,256,4.340178008516524,6.04878318550533,0.8146412304442537,2.0034054899734732,True,review/buildings/O044.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O045,老屋区平顶单元 045,flat,256,5.306993409277291,6.063788207489053,0.5728598791807868,5.370295882274369,True,review/buildings/O045.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O046,老屋区瓦顶单元 046,gable,256,6.682415637894893,6.772399952768047,0.9708450121766301,0.4163594939676489,False,review/buildings/O046.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O047,老屋区平顶单元 047,flat,256,5.302776170397835,5.242278018737905,0.8950639416756304,1.203631898053237,True,review/buildings/O047.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O048,老屋区瓦顶单元 048,gable,256,6.761278192445373,6.513576162393472,0.8696675117182513,1.902674175179054,False,review/buildings/O048.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O049,老屋区瓦顶单元 049,gable,256,7.914778318458351,6.586506262056575,0.9380717380837746,1.082059390243042,False,review/buildings/O049.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O050,老屋区瓦顶单元 050,gable,256,6.210393886442758,4.9753852457302195,0.9140821356238257,1.0859575472733614,False,review/buildings/O050.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O051,老屋区瓦顶单元 051,gable,256,6.80681346424808,5.546895291282845,0.9409282700421941,0.8453192163497394,False,review/buildings/O051.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O052,老屋区瓦顶单元 052,gable,256,6.594267493026978,4.162225020075142,0.8608002305586243,1.6754410321013056,False,review/buildings/O052.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O053,老屋区瓦顶单元 053,gable,256,9.489598554142335,5.652452943030413,0.8279176547757202,2.7847962113054257,False,review/buildings/O053.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O054,老屋区平顶单元 054,flat,256,5.664855198440098,5.581411887883166,0.6708392009596829,3.517104085089856,True,review/buildings/O054.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O055,老屋区平顶单元 055,flat,256,4.090102323076602,4.978444848349831,0.5421063666224055,6.0021243074608375,True,review/buildings/O055.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O056,老屋区平顶单元 056,flat,256,3.976817995743661,4.7116834393350215,0.8338090295796575,2.583491206188441,True,review/buildings/O056.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O057,老屋区平顶单元 057,flat,256,3.889879835719282,2.9801426890321023,0.9460774957052873,0.5800645461320787,True,review/buildings/O057.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O058,老屋区平顶单元 058,flat,256,3.2528455935804783,2.983832459147746,0.8994292702812883,1.1104183909163792,True,review/buildings/O058.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O059,老屋区平顶单元 059,flat,256,3.141670012139997,4.892262994972426,0.4496955034620839,5.509045605401901,True,review/buildings/O059.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O060,老屋区瓦顶单元 060,gable,256,2.8221862809994755,7.447596333837608,0.8333991487868018,1.5304204397486498,True,review/buildings/O060.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O061,老屋区瓦顶单元 061,gable,256,10.608435221789215,6.429159199708274,0.8713354125318968,1.6424066803781598,True,review/buildings/O061.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O062,老屋区瓦顶单元 062,metal,256,2.51118709435663,6.938940796907216,0.7031552458381727,3.6332872672257963,False,review/buildings/O062.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O063,老屋区瓦顶单元 063,gable,256,3.2976478250263495,6.1265457713690425,0.7379461907298881,3.047594430614354,True,review/buildings/O063.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O064,老屋区平顶单元 064,flat,256,3.6530445628860635,3.7966240794929957,0.7952138492871691,2.057925191431619,True,review/buildings/O064.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O065,老屋区平顶单元 065,flat,256,3.5770186834973865,3.2534387081243787,0.7807398021346069,2.280103196499233,True,review/buildings/O065.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O066,老屋区瓦顶单元 066,gable,256,6.236512996202673,7.208389640860566,0.9713036841740096,0.5696565776337356,False,review/buildings/O066.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O067,老屋区瓦顶单元 067,gable,256,5.566054354758469,6.773719003358276,0.92833309613043,1.3240008649953812,False,review/buildings/O067.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O068,老屋区瓦顶单元 068,gable,256,6.4744044397894225,7.763902399837201,0.9113612211380543,2.0487934141411617,False,review/buildings/O068.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O070,老屋区瓦顶单元 070,gable,256,7.029627043351904,6.493133099317301,0.9614123193604591,0.7639896241459491,False,review/buildings/O070.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O071,老屋区瓦顶单元 071,gable,256,10.664621534938751,7.350737093082474,0.976816165211815,0.668850523059982,False,review/buildings/O071.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O072,老屋区瓦顶单元 072,gable,256,4.54879798633851,4.819563918939778,0.9439386256916734,0.8954492492305209,False,review/buildings/O072.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O073,老屋区瓦顶单元 073,gable,256,4.035483161640454,3.9842333726743315,0.8370023296599743,2.0837515099760675,False,review/buildings/O073.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O074,老屋区瓦顶单元 074,gable,256,2.7114194064217756,3.40112681349881,0.729460580912863,3.0838894220276236,False,review/buildings/O074.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O075,老屋区瓦顶单元 075,gable,256,5.555981236336261,6.262964972480965,0.9349458159239592,1.1406641264968393,False,review/buildings/O075.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O076,老屋区瓦顶单元 076,gable,256,3.9764682382099723,5.1251959079888785,0.6770692465064669,3.2900660227826957,False,review/buildings/O076.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O077,老屋区瓦顶单元 077,gable,256,4.456207537426928,2.5056728279638283,0.5558968590464654,4.528420401315352,False,review/buildings/O077.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O078,老屋区瓦顶单元 078,gable,256,2.4450814635772433,4.992037606140075,0.7772914737816682,2.2574405376928106,False,review/buildings/O078.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O079,老屋区瓦顶单元 079,gable,256,10.824182528263437,3.980232042222446,0.9493742278562604,0.886742532828832,False,review/buildings/O079.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O080,老屋区瓦顶单元 080,gable,256,2.674651034837941,6.286317690548678,0.884610119998175,1.6120878136312962,False,review/buildings/O080.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O081,老屋区瓦顶单元 081,gable,256,7.5107284857898025,3.492796273677656,0.9714431819997763,0.5530574722050886,False,review/buildings/O081.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O082,老屋区瓦顶单元 082,gable,256,8.614385097194752,5.213917219654299,0.9649422589428223,0.6491590247804615,False,review/buildings/O082.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O083,老屋区瓦顶单元 083,gable,256,5.1513444121144305,4.03432657371084,0.9592756738249671,0.6103583931424467,False,review/buildings/O083.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O084,老屋区瓦顶单元 084,gable,256,3.914907676773194,4.520900618650289,0.7737042406669083,3.2841619641995345,False,review/buildings/O084.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O085,老屋区瓦顶单元 085,gable,256,3.5148821149152867,5.069932634289976,0.8745984553345636,1.8410686726486545,False,review/buildings/O085.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O086,老屋区瓦顶单元 086,gable,256,4.42800909465521,4.006362818881336,0.6893291870279875,4.085097146874122,False,review/buildings/O086.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O087,老屋区瓦顶单元 087,gable,256,3.107411031057156,2.6630038135539587,0.6010289990645463,3.89315255177799,False,review/buildings/O087.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O088,老屋区瓦顶单元 088,gable,256,9.846266211951189,5.673654989524457,0.734338369193141,5.963690637478959,False,review/buildings/O088.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O089,老屋区瓦顶单元 089,gable,256,2.268574931266948,5.2276462627275695,0.7328819378218577,3.310155696132639,False,review/buildings/O089.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O090,老屋区平顶单元 090,flat,256,2.57161512711757,3.6344818901658433,0.8565184003780495,1.5589048388662212,True,review/buildings/O090.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O091,老屋区平顶单元 091,flat,256,2.544239868568228,4.529315071949872,0.9414456606096289,0.7581571107764496,True,review/buildings/O091.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O092,老屋区瓦顶单元 092,gable,256,6.9627636460660245,1.8562267123592577,0.8551752662599524,1.6787382322023063,False,review/buildings/O092.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O094,老屋区平顶单元 094,flat,256,2.0359786909917394,8.727268865520255,0.2538301559792028,6.361222554118125,True,review/buildings/O094.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O095,老屋区平顶单元 095,flat,256,1.8369339398863933,7.529134532620796,0.9657139389526064,0.2565989830937611,True,review/buildings/O095.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
O096,老屋区瓦顶单元 096,gable,256,3.417956075912096,6.105164897461652,0.903615735340897,1.116430579918331,False,review/buildings/O096.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
R001,返航北池边灰色住宅,flat,256,7.7942135734407545,8.163913808550106,0.8951183929974189,1.7902082212647739,True,review/buildings/R001.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
R002,返航北池边白色窄楼,flat,256,6.827500443532594,6.777032942980249,0.8856716503572761,1.6699359939403715,True,review/buildings/R002.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
R004,返航北池边白色长楼,flat,256,8.52312305214082,6.196581557892827,0.8996506413598916,1.2264560743816892,True,review/buildings/R004.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
R007,返航北池边老灰楼,flat,256,10.898778463060282,7.013026793343997,0.9227777975070137,1.7865812930342482,True,review/buildings/R007.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
R008,返航北池边旧屋顶,flat,256,6.601597681765486,5.338597691876924,0.9036640592836558,1.1840377723604982,False,review/buildings/R008.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
R009,返航北池边西侧蓝顶楼,flat,256,7.611078939601848,6.815775569207745,0.8717256109052076,1.995111975897268,False,review/buildings/R009.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
R010,返航北池边西侧红瓦露台楼,flat,256,5.946188823360962,6.172748837101291,0.888659312827007,1.1422869796474853,False,review/buildings/R010.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
R011,返航北池边西侧小白楼,flat,256,6.40231653764892,6.158331147004626,0.8935137985586219,1.3136317056882438,True,review/buildings/R011.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
R012,返航北池边西侧米色楼,flat,256,7.633737538696087,6.567863431700806,0.9266730230617961,1.1681105853822573,False,review/buildings/R012.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
R013,返航北池边西侧拼花顶白楼,flat,256,10.021464105245546,6.188836859849652,0.915746645093747,1.5905259274643602,True,review/buildings/R013.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
R014,返航北池边西侧低灰楼,flat,256,9.236860899076387,4.511519629821425,0.9248367107687154,1.1456383661002512,False,review/buildings/R014.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
R015,返航北池边中央平顶旧楼,flat,256,9.730954066162067,4.6190362140059,0.9191704333953735,1.0470255500682792,False,review/buildings/R015.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
R016,村内白色高窄楼,flat,256,4.628380439050435,6.497060020289101,0.9142292651132475,1.4241135270550622,False,review/buildings/R016.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
R017,村内白色长露台楼,flat,256,4.883730660143878,4.968521976727089,0.8968626660136556,1.6634142116777746,False,review/buildings/R017.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
R018,村内灰色旧三层楼,flat,256,5.514801815456136,2.7246308838464697,0.9343159957249733,0.508391958257986,False,review/buildings/R018.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
R020,东侧灰色三层住宅,flat,256,8.070237153599654,4.4485870774439515,0.6197469855702709,5.300637994186505,False,review/buildings/R020.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
R021,东南侧白色转角大住宅,flat,256,8.46108101837089,7.544559514916578,0.811078405137811,4.477516028383104,True,review/buildings/R021.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
R022,东南侧白色大露台住宅,flat,256,6.127019920099177,5.52530926767883,0.7711133921173372,4.809719935513929,True,review/buildings/R022.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
R023,东南侧白色宽体住宅,flat,256,8.852538210728907,6.798637077755784,0.8882057891253614,2.5826686293994103,True,review/buildings/R023.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
R024,东南侧带光伏屋顶住宅,solar,256,10.635738314895057,4.226644701262415,0.8490475487300649,2.876991635792723,False,review/buildings/R024.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
R025,村南侧浅黄色屋顶住宅,flat,256,5.8621882313730325,8.088101679985517,0.8751562215616089,3.300272488979706,False,review/buildings/R025.jpg,隐蔽面、远景细部、层高和尺寸为合理推测
